User Id,Book Id,Rating
17,2821027,3
17,2735901,2
17,2841782,4
17,3020483,2
17,2977634,4
17,2776151,3
17,3038979,1
17,2524931,4
17,2881203,5
17,2837171,1
17,2868831,3
18,2822879,4
18,3037378,5
18,2992377,5
18,2967385,5
18,3010964,1
18,3028007,2
18,2977096,5
18,2731977,4
18,2779134,2
18,2918682,2
18,2957101,4
18,2677564,1
18,3041145,4
18,3025256,2
18,2598033,1
18,2749369,4
18,3040341,5
18,3000438,2
18,2970035,3
18,2850709,1
18,2975123,5
18,2935606,3
18,2870056,1
18,3027616,5
18,3030664,5
18,2984938,5
18,2777358,4
18,2765381,2
18,2587045,5
18,2910223,5
19,2995637,1
19,3021312,3
19,3039611,4
19,2713876,2
19,2464358,5
19,2896641,2
19,2580658,2
19,2833482,3
19,2980393,2
19,2951666,4
19,2841532,4
19,2958034,4
19,3004748,4
19,2859306,5
19,2684759,3
19,2756569,1
19,2864972,3
19,2663183,4
19,3025201,2
19,2592150,2
19,2975883,2
19,2349893,4
19,2653784,5
19,3036955,2
19,3034647,2
19,3012229,2
19,2760259,5
19,3026633,4
19,3035989,1
19,2420635,3
19,2944677,1
19,3006887,1
19,3000106,3
19,3002873,4
19,2720188,5
19,3025854,4
19,3037869,3
19,2849609,5
19,2818385,2
19,2713693,1
19,3019151,1
19,3017341,5
19,3032691,5
19,2713476,5
19,2945452,5
19,2769559,5
19,3030435,2
19,3023077,3
19,3037631,2
19,3026855,1
19,2954179,1
19,2487947,1
19,2502532,4
19,2856573,2
19,2803431,4
19,3040272,3
19,3019486,4
19,2987434,5
19,2922965,2
19,3015730,4
19,2906365,4
19,2971141,5
19,2907586,2
19,2765575,1
19,2945465,1
19,2909089,4
19,2973174,1
19,2849432,5
19,2990460,1
19,3025211,2
19,2945074,2
19,3030833,1
19,3036083,1
19,3031697,4
19,2995583,3
19,2957206,2
19,3034450,5
20,2653111,5
20,2623273,5
20,3010472,1
20,3015643,2
20,2776249,2
20,2984956,3
20,3006355,3
20,3035418,3
20,2824381,5
20,2544257,4
20,2559913,2
20,2808087,3
20,3019516,2
20,3021144,3
20,2682415,2
20,2490329,3
20,2813013,5
20,2868031,4
20,3018198,5
20,3026988,5
20,2964630,2
20,3032651,2
20,2749280,3
20,3041457,4
20,2724518,1
20,3025309,2
20,3008152,4
20,3012321,2
20,2835429,3
20,3025874,4
20,3012140,1
20,2997177,5
20,2518551,3
20,3025715,5
20,2607061,1
20,2943592,2
20,2947435,2
21,2974865,5
21,2768454,5
21,2892966,3
21,3029323,4
21,2550495,5
21,2416974,3
21,3008051,5
21,2921942,3
22,2975779,1
22,3039927,2
22,3032222,4
22,3004821,1
22,3001109,4
22,2976835,1
22,3009488,5
22,3041351,3
22,2981290,5
22,2802609,4
22,2964630,1
22,2942625,3
22,2985665,4
22,2612849,5
22,3011326,3
22,2922972,2
22,2818370,3
22,2495747,3
22,2553479,5
22,3035505,1
22,3007079,2
22,2474505,2
22,2981576,1
22,2738068,4
22,2763806,2
22,2892966,2
22,3005633,2
22,3031082,4
22,3011103,3
22,3035078,4
22,2306731,3
22,2842415,2
22,2834524,2
22,2982169,1
22,2538794,2
22,3018550,2
22,3028255,4
22,3000321,3
22,3030317,1
22,3042232,4
23,2970003,3
23,2641476,3
23,2899132,2
23,3034482,5
23,3012349,3
23,2902244,4
23,3015952,5
23,3006354,2
23,2738877,1
23,2486686,4
23,2982729,3
23,2885827,1
23,2749817,2
23,2842515,3
23,2811988,2
23,2477324,2
23,2751729,1
23,2995890,3
23,2349893,2
23,3036306,4
23,3019279,1
23,3036306,5
23,2965582,2
23,3030161,5
23,3005449,2
23,2841532,3
23,3029847,4
23,3016126,1
23,2605887,4
23,2672619,1
23,2920361,4
23,3026885,3
23,2959073,2
23,2418098,1
23,2999738,3
23,2852045,5
23,3035330,4
23,2828316,5
23,2881362,3
23,3030899,5
23,2989456,5
23,3026797,1
23,2586286,1
23,2989053,2
23,3033876,5
23,2724518,2
23,3013215,3
23,2666638,5
23,3008434,1
23,2712844,2
23,2920519,4
24,2902263,3
24,2965154,4
24,2470920,4
24,3008628,3
24,2981445,4
24,3017921,3
24,3031053,2
24,2666849,2
24,2915024,5
24,3027706,3
24,2697802,4
24,2837352,1
24,2620198,3
24,3029374,1
24,2922946,1
24,2968823,5
24,3037196,3
24,3012559,1
24,2618498,2
24,2426506,3
24,3020797,2
24,2752037,1
25,3034430,1
25,3025856,2
25,2995500,2
25,2962798,3
25,2794429,4
25,2836621,3
25,2912429,2
25,2855067,3
25,2981541,5
25,3006717,5
25,3004667,3
25,3025837,4
25,3033887,2
25,2987418,5
25,2713200,4
25,3039927,5
25,3037046,2
25,2592760,4
25,3021144,3
25,3031743,5
25,3024678,2
25,2807993,1
25,2970003,4
25,2495378,3
25,3041303,4
25,2969819,1
25,3020169,2
25,2677981,2
25,3027045,2
25,3039713,3
25,2986108,2
25,2849639,2
25,3001257,1
25,2973829,4
25,2761912,4
25,3001218,2
25,1458706,4
25,2934563,1
25,3027933,3
25,2898693,4
25,2826933,5
25,2829204,5
25,2860249,2
25,2486126,5
25,3005432,2
25,3005458,5
25,2976727,3
25,2764675,1
25,3010578,3
25,3030191,2
25,3020271,2
25,2951614,3
25,3001085,3
25,2977453,4
25,2992387,1
25,2918620,4
25,2981290,2
25,3008717,5
25,2992380,3
25,2778870,1
25,3021476,2
25,3026769,4
25,3028822,3
25,2924855,2
25,2910705,4
25,3037892,2
25,2987265,4
25,2544490,5
25,2788253,3
25,2802702,4
25,3004186,5
25,2592150,1
25,2875776,2
25,3020352,1
25,2918927,1
25,3008389,2
25,2839321,4
25,2838526,1
25,3040187,2
25,3030239,3
25,2555503,3
25,2931544,3
26,3039261,1
26,2976735,3
26,2925557,4
26,2948746,5
26,2408704,4
26,3008289,4
26,2524774,4
26,3020564,3
26,3015741,1
26,2782410,3
26,2898803,5
26,3022747,4
26,2964062,1
26,3006887,3
26,2750674,4
26,2412526,1
26,2694074,2
26,2883204,4
26,3010443,4
26,2788158,5
26,2865264,3
26,3017453,3
26,2338970,3
26,2978962,2
26,2866355,3
26,2700681,1
26,2846191,1
26,2839365,1
26,2828175,2
26,3030155,1
26,2980622,5
26,3025680,4
26,3001022,2
26,3010595,3
26,3004245,3
26,2884659,3
26,2778870,5
26,2788845,5
26,2781216,2
26,3031318,2
26,3023126,5
26,3030865,3
26,2628219,2
26,2918620,5
26,2701232,3
26,2879257,3
26,2990858,5
26,2967759,4
26,3022938,4
26,2896892,5
26,2827331,4
26,2414385,2
26,3035654,3
27,2894240,2
27,2945609,5
27,2964455,3
27,3038449,4
27,2876544,3
27,2977798,4
27,2996587,1
27,2866772,4
27,2993077,2
27,3037296,3
27,2683626,4
27,3035284,2
27,2630273,4
27,3011828,4
27,2918840,5
27,2757675,3
27,3011828,4
27,2590795,2
27,2987227,1
27,2651019,2
27,3033728,3
27,2873695,5
27,3024650,1
27,3035976,5
27,2931244,3
27,3023018,1
27,3025698,2
27,2865678,3
27,2608381,5
28,2835432,5
28,3008058,1
28,2957757,5
28,2785884,4
28,3034012,4
28,2944827,5
28,3011550,4
28,3011502,2
28,2866286,3
28,2980107,4
28,3007967,1
28,2880281,5
28,2597753,4
28,2964374,2
28,2470502,2
28,2898435,3
29,2555503,4
29,2725607,5
29,3041912,5
29,2866262,5
29,2561144,1
29,2993043,5
29,2754351,2
29,2999794,3
29,3035176,2
29,2945463,2
29,3009583,5
29,2964905,2
29,3041550,3
29,3039542,4
29,3008048,1
29,3032611,2
29,3026305,3
29,3010157,4
29,2981516,2
29,2873922,2
29,2663649,5
29,2967385,3
29,2964472,5
29,2763780,2
29,3034133,2
29,2798617,4
29,2982736,2
29,2559195,1
29,2999794,2
29,2982703,2
29,2966232,4
29,2927273,5
29,3028255,4
29,2780536,5
29,2378075,1
29,2913157,1
29,2931607,3
29,2952879,2
29,2719253,3
29,2837411,5
29,2996072,5
29,2064472,5
29,2900630,5
29,3005678,3
29,3041468,3
29,2931244,3
29,3025676,5
29,2967872,3
29,2861723,4
29,3001240,2
29,2306731,4
29,2926100,3
29,2817186,3
29,3025487,2
29,2844080,1
29,2615855,4
29,2954149,4
29,2640391,4
29,3018537,5
29,2574842,3
29,3027665,1
29,3011044,4
29,2958020,1
29,3028094,2
29,2859840,2
29,3009493,3
29,2969825,3
30,2892832,5
30,2576071,3
30,3040269,2
30,3041821,2
30,2918633,5
30,2968864,3
30,2966316,5
30,3034713,4
30,2979874,1
30,3020556,2
30,2749529,4
30,2902862,1
30,2344106,2
30,2126067,5
30,2470502,2
30,2965968,4
30,2809135,3
30,2942625,1
30,3028807,1
30,2945074,4
30,2930225,5
30,3038100,4
30,2859626,4
30,3035598,4
30,3010494,5
30,3033247,2
30,2943305,1
30,2998184,4
30,2932424,3
30,2783579,5
30,2617138,2
30,2995353,4
30,2856087,4
30,3031750,3
30,3006886,4
30,2565579,1
30,2854731,3
30,3034715,4
30,2095272,4
30,2798535,1
30,3026872,3
30,2919230,4
30,3001251,5
30,2769361,4
30,2699489,5
30,2849733,1
30,3024637,5
30,2989034,3
30,3029044,4
30,2897840,3
30,2931054,1
30,2829987,5
30,2921091,5
30,3038701,2
30,3004751,1
30,2993031,1
30,3007693,2
30,3029368,4
30,3021485,1
30,2918643,3
30,2444648,1
30,2945086,5
30,3041912,1
30,2859722,2
30,3030870,2
30,2725039,3
30,3027990,2
30,3008562,4
30,2680737,4
30,3037633,2
30,2492622,4
30,2921319,3
30,2374291,3
30,2565456,2
30,3012215,1
30,3032642,3
30,3041913,2
30,2760440,2
30,2805216,2
30,3025253,3
30,3012101,4
30,3015943,3
30,3025684,4
30,1813154,2
30,3019559,3
30,3041145,2
30,2777109,5
30,2957531,3
30,2896755,4
30,3024322,4
30,2950899,5
30,3035975,5
30,2823618,3
30,2964471,2
30,2953763,4
30,2720188,1
31,2127296,5
31,2639754,1
31,2997340,4
31,2840031,4
31,2947211,2
31,3001683,4
31,2859411,2
31,2732115,4
31,2699573,4
31,3003732,5
31,2874151,1
31,2726646,3
31,3031632,3
31,3026802,5
31,3034437,3
31,2813700,2
31,2759099,2
31,2990826,1
31,3041303,2
31,3031462,2
31,2947284,1
31,3036953,2
31,2819030,2
31,2984434,1
31,2564936,3
31,2979204,3
31,2433742,2
31,3033888,3
31,3041224,4
31,2506532,2
31,3041786,1
31,2909132,3
31,2735936,2
31,2987551,1
31,2055917,5
31,2588539,4
31,3018529,1
31,3034894,3
31,3018272,1
31,3028183,1
31,2862942,3
32,2518551,1
32,2990604,4
32,2971140,1
32,3025934,1
32,2580658,3
32,3008052,2
32,2935535,1
32,2866741,5
32,3013280,4
32,3028814,4
32,2504240,4
32,2993383,1
32,2877551,4
32,3007988,1
32,2945596,4
32,2685741,1
32,2658685,5
32,3013301,2
32,2927267,5
32,3041308,4
32,2200241,3
32,2937611,3
32,2607786,4
32,2874510,5
32,2524221,3
32,2844529,4
32,3020131,1
32,3025454,5
32,3012656,5
32,3018661,3
32,3028254,2
32,3036832,4
32,3022735,5
32,2421138,5
32,2975128,4
32,2900630,1
32,3029412,1
32,3005007,5
32,2935732,1
32,2690735,2
32,2549240,4
32,3029134,2
32,2679371,4
32,2849734,3
32,2922412,4
32,2982730,1
32,3007188,1
32,2647681,1
32,3000195,3
32,2989357,5
32,3038767,2
32,2903664,3
32,2954145,4
32,3011321,1
32,3035413,2
32,2989705,3
32,3025868,4
32,2679027,4
32,3018857,2
33,2876266,1
33,2866354,5
33,2945454,5
33,2766194,5
33,3011823,3
33,2946465,3
33,2918620,1
33,3039883,4
33,2648437,1
33,2941729,5
33,2719256,1
33,3030672,4
33,3039405,5
33,2491847,3
33,2506721,1
33,3022442,5
33,3035861,2
33,3032649,3
33,3007984,5
33,2996348,5
33,3006717,3
33,2832427,1
33,2921519,2
33,2841014,2
33,2734035,5
33,2772938,5
33,2774466,2
33,3029412,3
33,2830048,3
33,3012654,5
33,2679021,1
33,3005438,4
33,2983874,5
33,3019305,5
33,3029831,5
33,3016238,4
33,3039780,4
33,2855366,3
33,2763991,2
33,3010408,4
33,3019573,5
33,3040438,3
33,3025148,1
33,2760259,4
33,2496432,5
33,2867306,2
33,2638228,3
33,2631084,3
33,2862779,1
33,3035162,3
33,2936709,3
33,3040436,5
33,3002330,1
33,3041281,4
33,3028665,3
33,2992391,3
33,2856889,1
33,2524931,5
33,3029657,4
33,3018884,5
34,3036713,4
34,3009752,2
34,2829180,4
34,3038037,1
34,2784173,3
34,3010488,3
34,2823653,3
34,3025409,4
34,2969524,4
34,2970075,2
34,3036564,5
34,3000426,2
34,2945608,3
34,2608120,4
34,2893869,2
34,3013305,1
34,2612849,5
34,3031712,3
34,3009492,1
34,2990220,4
34,3023117,1
34,3038006,2
34,3009492,2
34,2971456,2
34,2976791,3
34,2868570,1
34,2875454,1
34,2969432,4
34,3022265,2
34,2647679,5
34,3025358,2
34,3013304,3
34,2573393,4
34,3004142,5
34,3016171,3
34,3031319,3
34,3019559,3
34,2667184,1
34,2912466,1
34,3020355,5
34,2921207,2
34,2994342,4
34,2617839,3
34,2992395,3
34,2852025,3
34,2930283,4
34,3019577,2
34,2996115,2
34,2626552,3
34,3036665,5
34,2946420,3
34,3026988,1
34,3012656,5
34,2524221,5
34,2833991,5
34,3035345,1
34,2965172,2
34,2824855,5
34,2894942,4
34,2968488,1
34,2707061,5
34,2936615,1
34,2478872,3
34,3015901,5
34,3022507,1
34,3002879,1
34,3008714,2
34,2967968,5
34,2808628,4
34,2602437,5
34,2979347,5
34,3028802,1
34,2585177,4
34,3001593,1
34,2990624,3
34,3034967,3
34,2965636,5
34,3017078,3
34,3029419,5
34,2612853,5
34,2664159,1
35,2948716,4
35,2706844,5
35,2738846,5
35,2791095,3
35,2926022,2
35,2854956,1
35,2926100,3
35,2867337,3
35,3038005,4
35,3009493,3
35,2413072,2
35,2960450,2
35,2435313,5
35,2912332,4
35,2824423,3
35,2784794,4
35,2982700,3
35,3009411,3
35,2520006,1
35,3025952,2
35,2836996,3
35,2994342,2
35,2653723,1
35,2631430,5
35,3029378,4
35,2529844,5
35,2899132,1
35,3022442,1
35,3013304,5
35,3010467,4
35,2804574,4
35,2047176,1
35,3039201,2
35,2968276,3
36,3034989,4
36,2624422,5
36,2919890,1
36,2996672,4
36,2951034,5
36,2668018,2
36,3031725,3
36,3012218,4
36,2903667,4
36,3004244,1
36,2992619,1
36,2990036,3
36,2957206,4
36,2924890,2
36,2995373,2
36,3039882,5
36,3007928,2
36,2952148,2
36,2653723,1
36,3009043,1
36,2925557,4
36,2026369,2
36,3037244,3
36,3035216,5
36,2989095,3
36,2982762,3
36,2524774,5
36,2808104,3
36,2558588,3
36,2824423,4
36,3038037,3
36,3035987,3
36,3003065,5
36,2915176,2
36,2482275,5
36,2507035,3
36,3037856,3
36,2992618,1
36,2740640,2
36,2865745,1
36,2740459,1
36,2765835,1
36,2838977,5
36,2979347,2
36,3036601,4
36,3033549,3
36,3018548,5
36,3019305,2
36,3027998,3
36,2549176,5
36,2866355,2
36,2720963,5
36,3009978,2
36,3027121,4
36,2993057,5
36,3041045,1
36,2964630,2
36,3022255,3
36,2920583,4
36,2987910,3
36,3000460,4
36,2979450,3
36,3042077,3
36,2971456,1
36,3031310,2
36,3041657,2
36,3004069,3
36,2591985,5
36,3031119,4
36,3017384,4
36,3010077,5
36,2838924,3
36,3025401,4
36,3004754,5
37,3015728,4
37,2942061,2
37,2559942,4
37,2701426,1
37,2841532,4
37,2951706,5
37,2797882,4
37,2807549,4
37,2461766,4
37,3034096,1
37,3041821,3
37,3027114,3
37,2574842,5
37,2902165,1
37,3040187,4
37,2735190,2
37,2865279,2
37,2835817,5
37,2967770,1
37,2632011,4
37,3025128,1
37,3026813,3
37,2965497,3
37,2924970,5
37,3001581,2
37,3010961,1
37,3018272,4
37,2421451,2
37,2768979,4
37,2846191,4
37,3005440,1
37,2995356,4
37,3016125,3
37,2819801,1
37,3041252,4
37,2385457,5
37,3023044,3
37,3038097,1
37,2680737,5
37,3039780,2
37,2989127,5
37,2868831,1
37,2863511,2
37,2942608,3
37,3035397,1
37,2661893,3
37,2780772,1
37,3031077,3
37,2554447,4
37,2484379,4
37,3037958,2
37,2957331,3
37,2958317,1
37,2816216,1
38,2989149,2
38,2903484,1
38,3030343,3
38,2982738,4
38,2970802,3
38,2964573,4
38,3030226,2
38,3025211,1
38,3026839,3
38,3008163,3
38,2842648,3
38,2994039,4
38,3024527,5
38,3029847,2
38,2972927,3
38,2977302,5
38,2985178,5
38,2766489,1
38,2718263,1
38,2715507,2
38,2739194,4
38,3036707,3
38,2751813,4
38,2703982,5
38,3033380,3
38,3036013,4
38,2999786,3
38,2880184,5
38,2918455,2
38,2874393,5
38,2976848,1
38,3029021,3
38,2999043,1
39,2581114,3
39,3034416,5
39,2944314,4
39,2712268,3
39,3027487,3
39,3035418,3
39,3022511,1
39,2942271,2
39,3011246,5
39,3010948,1
39,3013324,4
39,3004215,2
39,3025163,2
39,3010160,5
39,3009052,4
39,3029418,3
39,2964647,4
39,3017338,2
39,3016126,1
39,2450330,3
39,2987431,3
39,2592065,3
39,2918784,2
39,3036326,4
39,3038046,4
39,3037906,5
39,2574347,4
39,3009583,4
